date,time,temperature,humidity,luminosity
2021-11-5,0:00:00,21.5,35.1,pitch black
2021-11-5,0:00:00,21.5,35.2,pitch black
2021-11-5,0:00:00,21.5,35.1,pitch black
2021-11-5,0:00:00,21.5,35.2,pitch black
2021-11-5,0:00:00,21.5,35.1,pitch black
2021-11-5,0:00:00,21.5,35.2,pitch black
2021-11-5,0:00:00,21.5,35.2,pitch black
2021-11-5,0:00:00,21.5,35.2,pitch black
2021-11-5,0:00:00,21.5,35.1,pitch black
2021-11-5,0:00:00,21.5,35.1,pitch black
2021-11-5,1:00:00,21.5,35.1,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.1,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.1,pitch black
2021-11-5,1:00:00,21.5,35.3,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.2,pitch black
2021-11-5,1:00:00,21.5,35.3,pitch black
2021-11-5,1:00:00,21.5,35.3,pitch black
2021-11-5,1:00:00,21.5,35.9,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.0,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,1:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.1,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.4,36.2,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
